Reviews,Ratings
"
  In a budget phone it's good. But some low falls .like charging is not fast as they claim and phone is also slow.
",3.0 out of 5 stars
"
  Facing Auto App Closing Issue & Auto Keypad closing, planning to return.
",2.0 out of 5 stars
"
  Superb phone... camera is awesome....
",5.0 out of 5 stars
"
  Wroking good as of now. Will update post one month.
",5.0 out of 5 stars
"
  Poor quality.
",1.0 out of 5 stars
"
  It is a very rubbish phone, I request you people not waste your money in this phone, the camera's quality is vary poor .
",1.0 out of 5 stars
"
  Mobile performance was very poor don't buy if u want to buy phone so go buy mi vivo oppo this phone is waste of money ..
",1.0 out of 5 stars
"
  Heating issues are there..one plus must look after this..
",5.0 out of 5 stars
"
  Good. But not what I expected.",3.0 out of 5 stars
"
  Camera quality is not great.
",1.0 out of 5 stars
"
  Battery backup and camera is too bad
",1.0 out of 5 stars
"
  With in 15 days my phone is not working properly. Whenever I rcv a call it becomes blank for 5,6 secs.
",3.0 out of 5 stars
"
  Worst camera in OnePlus CE 5G",1.0 out of 5 stars
"
  Excellent
",5.0 out of 5 stars
"
  Oneplus phone is very good phone
",5.0 out of 5 stars
"
  Fingerprint sensor is not smooth",1.0 out of 5 stars
"
  Phone quality and battery life are pretty decent. Back cam is half decent however the front one is absolutely shocking.
",2.0 out of 5 stars
"
  Battery doesn't end up with atleast a day.",3.0 out of 5 stars
"
  One+phone is good but one+ phone is leaking issue my experience this phone unexpected
",5.0 out of 5 stars
"
  Front Camera quality is not so good
",4.0 out of 5 stars
"
  Nice phone lunch by OnePlus
",5.0 out of 5 stars
"
   Very poor quality, bettery issue drains quickly. Camera quality so wrost.
",1.0 out of 5 stars
"
  Rating 2 for its battery drain out issue. The mobile needs charging frequently than actual claim as per specifications
",2.0 out of 5 stars
"
  Very very poor quality battery, camera average, and other prblm is available, please don't by this phone west of money
",1.0 out of 5 stars
"
  Allover quality is supperb
",5.0 out of 5 stars
"
   Battery life is wrost. Camara quality average. Fingerprint reader better.
",3.0 out of 5 stars
"
  Phone is very slow in comparison to OnePlus 8 which I am using .",3.0 out of 5 stars
"
   This phone is amazing. I think it is better than nord 5G. Just go for it.
",5.0 out of 5 stars
"
  It's looking good but I face software issue within 7 days. I want return this product
",4.0 out of 5 stars
"
  Excellent phone.
",4.0 out of 5 stars
"
  I have using about 20 days , it is great Mobile from one plus , and I like oxygen os.battery life also getting 1day or 1/2 day
",5.0 out of 5 stars
"
  Camera is good",4.0 out of 5 stars
"
  Don't buy West of money..it's notone + it's - .. koi bhi phone lena bass ise mat lena",2.0 out of 5 stars
"
  Average phone nothing special as one plus is known for.
",4.0 out of 5 stars
"
  I am very satify with this product. Performance wise it's very good. Camera is good. Worth of money.
",5.0 out of 5 stars
"
  While make a call it's not showing on the screen immediately,it takes 10-15second to show on screen.
",3.0 out of 5 stars
"
  Hi ppl I would suggest you to blindly buy, because it's worth the price. It's been a week I'm using and it's awesome.
",5.0 out of 5 stars
"
   Screen guard mentioned in product details is missing in delivered box...
",4.0 out of 5 stars
"
  Osm product
",5.0 out of 5 stars
"
  Very nice phone.. worth of buying .not waste of money at all .. i just love using it.. very smooth access like butter
",5.0 out of 5 stars
"
  This is a worth it product nice camera , nice features , nice display. It is one of the best smartphone by one plus .
",5.0 out of 5 stars
"
  Waste of money to purchase this mobile and bettary is very worst...",2.0 out of 5 stars
"
  Carrying other mid-range phones feels like carrying a brick block. I think this phone is good for this price
",5.0 out of 5 stars
"
  For gaming and camera and smoothness of this phone this is best phone in the world and superb value of money
",5.0 out of 5 stars
"
  Worst phone in the market. Hanging issue like a 2 gm ram phone please don't buy this phone.
",1.0 out of 5 stars
"
  I liked the smoothness of the phn
",5.0 out of 5 stars
"
  It has a nice touch response,but it's camera takes photo like 7000rs phone.overall phone does not justify it's price
",2.0 out of 5 stars
"
  Phone is smooth and good but warp charging isn't that good. Taking more than an hour to charge 100%
",3.0 out of 5 stars
"
  I just came accross one issue the camera is not that upto the mark and nightscape mode is worst wish i could replace
",3.0 out of 5 stars
"
  Battery backup is too...........low
",1.0 out of 5 stars
"
  Over all I observed this phone is not like one plus it is like normal phone
",5.0 out of 5 stars
"
  Smooth running phone no issues for medium users
",5.0 out of 5 stars
"
  But deliver not perfect.
",4.0 out of 5 stars
"
  Okay phone features
",4.0 out of 5 stars
"
  OS hangs now and then. Even though phone memory available 80% of 128 GB ,",4.0 out of 5 stars
"
  First time I am buying OnePlus Mobile. I am so happy to buy this .",5.0 out of 5 stars
"
   Very nice phone , super fast charging, and very light weighted
",5.0 out of 5 stars
"
  Good product to buy price can be more reasonable. It's bit high compare to same features product in market.
",5.0 out of 5 stars
"
  First Impression was not god because it lagg  2 times but after software update this mobile is sooomth af!!
",4.0 out of 5 stars
"
  Most of the basic features are not available on this phone and it's not upto mark.
",3.0 out of 5 stars
"
  Everything is good except camara
",5.0 out of 5 stars
"
  Good mid range phone with features
",5.0 out of 5 stars
"
  Worth for money and premium at this price range, it won't disaappoint you!
",5.0 out of 5 stars
"
  A phone is very slim and light weighted. Good quality of display and touch screen.....overall good phone .
",5.0 out of 5 stars
"
  A little slow performance just because of Snapdragon 750G processor.",4.0 out of 5 stars
"
  In low light front camera pictures are very sharp and no details at all.",3.0 out of 5 stars
"
  I like looking of phone nice, features also good  and thanks to amazon for giving chance to good product,,
",4.0 out of 5 stars
"
  Oxygen OS, battery life  and camera quality is good.
",4.0 out of 5 stars
"
  The phone is not as fast as expected",3.0 out of 5 stars
"
  After useing 7 days... It's Working Good.. Camera little weak in night & battery issue...
",4.0 out of 5 stars
"
  Good Camera, Good Battery Life And Fast Charging Technology, Great Amoled Screen And In-display Fingerprint Sensor
",4.0 out of 5 stars
"
  I don't know why but for some reason the power of Octa Core processor & 8 GB RAM don't show up in speed of device.
",4.0 out of 5 stars
"
  Issue was hanging
",3.0 out of 5 stars
"
  Some bugs are there like cam quality",4.0 out of 5 stars
"
  Camera quality is better than expected.
",5.0 out of 5 stars
"
  Not as good as any other one plus Phone
",3.0 out of 5 stars
"
  I am satisfied with this device
",5.0 out of 5 stars
"
  Battery is draining quite fast...
",3.0 out of 5 stars
"
  Value for money
",5.0 out of 5 stars
"
  Battery getting drain very fast
",1.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  A decent phone with overall good specifications although camera needs some improvements.
",3.0 out of 5 stars
"
  Rule out the negative reviews... Camera, battery everything seems to be perfect.
",5.0 out of 5 stars
"
  This phone not functioning and if I need to call any number of I'll enter Number some time call option not coming
",1.0 out of 5 stars
"
  Phone lags alot while opening camera or making a call. Disappointed. Instead I should have bought budgets phones.
",2.0 out of 5 stars
"
  Warp charge proper fast charge
",1.0 out of 5 stars
"
  performance of the phone is good. having issues with charging . once it got full charged it stays only for  7hrs.
",2.0 out of 5 stars
"
  Finger print not tested, battery life compare to realme I feel low, camera quality is very good.
",5.0 out of 5 stars
"
  Camera is not working properly
",1.0 out of 5 stars
"
  Superb
",5.0 out of 5 stars
"
  Everything is up to mark except the battery life but no worry you can wrap charge which is a good point.
",5.0 out of 5 stars
"
  Totally disappointed with the performance of Nord, really bad experience with this product Team Nord CE.
",1.0 out of 5 stars
"
  No quick charging, front camera not impressive, heating issue on long calls, overpriced as per features.
",3.0 out of 5 stars
"
  Data usage per day is not available.",3.0 out of 5 stars
"
  Mobile performance and quality is awesome but battery is weak need some more battery 🔋
",4.0 out of 5 stars
"
  Nice Product, Battery life is awesome, fast finger reader.  Camera is too good.
",5.0 out of 5 stars
"
  stock android is too bad .. call record options too bad.. 12gb ram but my phone show to me  wait / close the app
",2.0 out of 5 stars
"
  Poor brightness in outdoor . Screen consumes a big sum of battery alone battery drainage issues
",1.0 out of 5 stars
"
  It's very good phone for day to day task ❤",5.0 out of 5 stars
"
  Need a camera software update
",4.0 out of 5 stars
"
  Finger print reader is quite good and battery backup is awesome but camera quality is not up to the expectations
",4.0 out of 5 stars
"
  battery backup is low
",1.0 out of 5 stars
"
  Very slow operating system
",1.0 out of 5 stars
"
  Excellent processor.",5.0 out of 5 stars
"
  Camera not upto  the expectations,. Auto brightness is pathetic
",2.0 out of 5 stars
"
  All over phone good but camera quality is very poor during the whats app video calling
",2.0 out of 5 stars
"
  So far good for me till now. I'll update further.
",5.0 out of 5 stars
"
  Battery drainage too first and battery charge to  take  2hours.. camera quality too bad.sound quality excellent
",3.0 out of 5 stars
"
  camera is fully natural color and sound quality is awesome no lodely average quality and build quality is good.
",4.0 out of 5 stars
"
  Body are very bad fell worst Phone in my life I can't buy again one plus phone
",1.0 out of 5 stars
"
  Perfect delivery time and everything  is simply awsm..",5.0 out of 5 stars
"
  Please don't buy this one, very slow processing and poor backup and additionally poor camera..
",1.0 out of 5 stars
"
  Top class performance, 5star Rating for battery, As usual Smooth Touch experience of Oneplus Devices ,
",5.0 out of 5 stars
